Campaign ID,Creator Name,Wallet Address,Transaction Hash,Amount (XLM),Timestamp,Status
3,John Williams,GYQZ97GS1G7419VATRU7NCXW5H4Z9FGZGK6II9KLVDJDWJYNH2MO56DB,9386eb1793938266e99b1e61820a8a33d74743843121e88075b87ddf9bfb2117,892,2026-08-14T10:22:00Z,Success
2,Amit Gupta,GIYXPYCHHA1XIBGLA1QC1IHN0HLF0C0DVYTAXPX3HHIMBCYRO04FP4H7,9c9c475e3d9e59272d34b261a96fce5d3d9a4a0473410e52551f39952f15ca59,111,2026-08-13T10:45:00Z,Success
1,John Malhotra,GVM4M4V8AODWYL90DUIK4R3OWA85QRVI7GPXWAXFH5OT67RO8IZRTMEG,ae65bfbe205dcfbf65db365e78e08837b3082fd9f377d401a0aaa23da5febcdd,239,2026-08-09T10:12:00Z,Success
1,Ashley Singh,G5WJA69ZCUNJSG5767PBR250F93BR9Z6WXL2NSA6ZICFFOL8LS3T0OG2,2ad86c12a5efff7af25888e8a82ff18c0885173e9ddc132d5f73b8cd127b871d,855,2026-08-08T10:36:00Z,Success
8,James Jackson,GKH88KQUHLR0JKKQ5P76AKE0G1BY96A5ZUQ68I3YYZIVY6CD0448QCMQ,72aeffc6cdce7b000e81982101101d929e401060259b6c4b5e3832e0e6911afa,107,2026-08-11T10:46:00Z,Success
5,Divya Kapoor,GZMO5NPMEJVJUI8F8LRY0H7F9DIO726A9216D78KLYEBWYZ0C4YMOTOR,87bacaa602aa5648a40f72c651d166fcf77bbfca74d3f4774127fe401ebf5326,952,2026-08-07T10:58:00Z,Success
8,Raj Chopra,G5HVHNC9R4UR5MC8H8PYRN1FFMHND019A1SEY65KQO0SOE1A3F62PZ35,74bf2d4a9f7e7ab485f1b0e0b3651de3ed3f897084b6199e39f5badaa647478e,223,2026-08-15T10:49:00Z,Success
9,Katie Jackson,G47L2GEJPLP8GGOE6OL1F5W6CZ44GF5OK1E5S05R9JZARTZRF012ZGN7,494b962485c7612548990a02ce1ee5b13ab8ab826f3810d4efa788aec7204af0,278,2026-08-09T10:25:00Z,Success
6,Varun Williams,G92IZZZ01AD8RPB35JQOCNXIN4LMXZTOLZEV2HB5ANUJCWR2H1M0IRQE,7601f3e8b35609bab740edef62586f1b6f82989bf8b18e7b5034eee25cef19fd,939,2026-08-09T10:19:00Z,Success
8,Emily Reddy,GTLDQ53ARQRKU6QV9ZON33UBOMV6XDB3CLR4THD8WYTU9QF6D64H1H3S,a54e24ac0ad6fb930cbbbfdfa380be4526fca42c7f1aeb30b2345c679c60fb0c,442,2026-08-05T10:11:00Z,Success
3,Siddharth Gupta,GZC0G6W6KZCL3BEPVTNU81SJI4J54N0L7TC0U2W1XSYXJQUJ6VWDU3A0,1ab1c22e869e7865d9ca306e6fc39cf347ddf505b80f510fee08f1b648c063e5,132,2026-08-11T10:26:00Z,Success
6,John Jackson,GB84N8N7X12O9G26IUFVRP3KY6EBFNIJZILNO73MQUD21KZQFGMUM4RT,8ceef476f4b40f6dca9fef08b86c421a0afe47fbd3e010b9e4f53b457e4d7030,990,2026-08-04T10:15:00Z,Success
3,Simran Jackson,GUX5SZEX9D0P25GNNZRCBK0HRINVXHH9FJRHBCRDSWAT7BLR420BEHY5,cb4d181b25f446198648bf333648403b3272025aee8d05c36da1ab1bfd1c2511,299,2026-08-13T10:02:00Z,Success
4,Siddharth Malhotra,GOAMI01KN7EMEOPG9LLCTXMWVTRNCINCVL4CI9E146PMF7GIJOTWRYBH,a099c8e920d5502cf861cb77e99cd47e6649f28753d30dd7fd10e119ba531fba,243,2026-08-11T10:56:00Z,Success
3,Shruti Verma,GJTSL3FMFZA95BQJOC7DKZKN720HHWX479HKW9BDQEXWU3OA2TXFSAZZ,47f64d8afc63944eebc0bd9136611978776c6814e04b8205f9357f74ca44fc7b,936,2026-08-15T10:07:00Z,Success
7,Sanjay Sharma,GU5PGJ534PRPXMFRBQFRVVB3H6QIUCY2JWJRZI9AOXDN9KX9WAAYEQC1,15b6a262c23c89864c6c29d7ad7ed9ac5812b99deca74e41920d15ca14f108b2,745,2026-08-08T10:15:00Z,Success
5,Kajal Das,G2EUBIDHGPEWHN2XHZTIQDSILARRIZKYM5PIFV99XIQBHMTX2G5EXJ77,4f4155c42242bcab5b8fe251ea088f294e4177a79a9fa98385454375935daf32,268,2026-08-14T10:53:00Z,Success
1,Jessica Wilson,GPGSF7A4IZJPDT5CBRAPQGFK22IOEM9904Q13L1Y1RJLNW87M0RURH7V,ec5ee6b991ea96ee699527a071630191ad5f969f4fa476eb176ff66db58eade8,764,2026-08-09T10:51:00Z,Success
4,William Rao,G6EGA661IPTUTUTU7KKAW4AKKIAPKRNBP4DW62KMETFZ7YYD29HPRR0G,d1b63a243a01a89f1e770918c482909c66a8398bb2d015500e36a4a9e08f49ca,436,2026-08-03T10:23:00Z,Success
7,Robert Rao,GM61LE35HPISDFYUAUATGCAAVB4SHIIYJPEM1LNIDSATEL6JA3KAO3EY,b8b0d3c2aade99928c7481554a58bd4c5946784e83505bc3f21b6b4808840aa7,114,2026-08-04T10:03:00Z,Success
9,Raj Moore,G7B6DZDLEAAMLIRA8LP5ECX86JKF9AJAIYGT4IGZOII9F8SM2OP4JEUF,1f8b0a935c4063f9fce66dacdc29be6082bdf8bb4284b210717b20f7179f8860,740,2026-08-09T10:17:00Z,Success
9,Rahul Jackson,GRW753Z308OJD8DB15VXPUFI63DT8G297EEBAPO6S00F4YJE7E6IW34T,eecea4f3d1b8e8762f6fef17564dd94dde5b50adb65b9b4bbae4d58ac86df833,462,2026-08-08T10:13:00Z,Success
1,Priyanka Smith,GSXXX26R603E697K2GPIU36GCQ0CSL1GNII792A0E603YIVJLC1DM2OH,81b410ed6c6af40df541c725001a03b85e314fd22d2a62ac631b347610f89ad6,484,2026-08-13T10:28:00Z,Success
1,Suraj Mehta,G586UCD3G7K68H06B4HLITYHB0QAVSZ3CWXG2TVR63B2S3YNGL363XV4,bb43f519441636163321a533f8a0cf17e0cfc946cd728825847511c9e758d979,130,2026-08-13T10:33:00Z,Success
6,Priyanka Mehta,GN00A62P2HLLTBUO3TZIVYHIEF6W6O96EB40U1JVUV2HV2I8K264BB1Y,6b01937d43ad0ab0bed2655b5e83c426f0dc7af4030371bf22bd2e373afdff7c,582,2026-08-07T10:41:00Z,Success
6,Kriti Davis,GKG5EN5O1QVD7C453BY1UOW2DC5ADVKNZBMIMZ9DJDEIYG5HA4LX4OFT,de3e6f9559ac66373844c7553e686ef3df2501a77e7b234ea288fe779dab6e02,361,2026-08-03T10:44:00Z,Success
6,Amit Anderson,GQJF6QPUS87I65FOOD4HBNJ75T6R1AUGGRL83FT9XRLBWKPWS38PXURN,f9209b81b4689466fc36c3d95bedbbbe598863baf2b5f493522118cf2b4c4c18,486,2026-08-13T10:07:00Z,Success
4,Sarah Joshi,G35PFWQX5ASXQ1GCP9H3KZ3I2QNSY33SX1VN3G7ZN0J7U32HHW8WQHF3,a920ce05d2fb840f7ce791c234d5a97ca75dc01d111be9db021c00f68280f6de,933,2026-08-09T10:14:00Z,Success
3,Mike Gupta,GADKKCB344IPQHLRBIS7CQ5SYSRNIENM267EGHEU2DG8T8BPV9L4GI8V,553594fd648de6994ec32fb8a1595cb58763ddcf1dbf319b3334ee6f89e3f16f,574,2026-08-04T10:52:00Z,Success
9,Emily Moore,G2M5OW22EJDWGX49NLQMQTW5YSAIDY3L0VPBM6N9Q7GVBNI7W3VTKG3D,5e1859b760239a18d37f57948f8b4b086faec92e69a98d853a293c2b0a587036,999,2026-08-05T10:59:00Z,Success
9,Shruti Miller,GIRMUEEO0QAOG3LETMS2B2PTIHXX0ZEY05RZCM6R00COJMUE7JC4WLNK,0798a8cc6b1003dfbefd0456018a35b7f1ea37ac3689cb46def192f931ecb1df,446,2026-08-06T10:00:00Z,Success
7,Karan Reddy,GEUTZ6RIS3W53SBGUXRHYK732B0HQ62YY9VCUH135N5P6R6T8WR279OQ,745387dbede319aa3b63cf37986414e286b720e273f3b4668460ff4eb6ef00c0,902,2026-08-05T10:22:00Z,Success
2,Aditi Mehta,GP0OY742UL8SCBFYAACE7CXXSN65744D9B1LDBMXFZSVYPKRYVR8Z1LB,b599c6b6d2975dd60c6ca44cbdc373bb8641d98c8a1161d2cc129c186548da9b,593,2026-08-03T10:54:00Z,Success
